```csv
sku,product_type,unit_price,supplier_name,location,stock,lead_time,units_per_order,shipping_company,average_shipping_cost,manufacturing_days,manufacturing_cost,last_quality_inspection,defective_percentage,main_transport_mode,main_route,total_cost,shipping_days,units_sold,total_revenue,main_demographic,units_per_batch,total_delivery_days,production_date,expiration_date,batch_id,storage_temperature,humidity_level,packaging_type,supplier_rating,order_date,delivery_date,customer_segment,payment_method,discount_applied,return_rate,reorder_point,safety_stock,demand_forecast,inventory_turnover,days_of_supply,waste_percentage,carbon_footprint,country_of_origin,customs_duty,insurance_cost,storage_cost,labor_cost,machine_cost,energy_cost,material_cost,packaging_cost,transportation_cost,quality_control_cost,overhead_cost,profit_margin,sales_channel,customer_satisfaction,competitor_price,market_share,promotion_type,promotion_cost,advertising_cost,sales_team_size,sales_target,sales_achieved,customer_acquisition_cost,customer_lifetime_value,churn_rate,market_segment,product_lifecycle_stage,seasonality,weather_impact,political_risk,economic_risk,social_risk,technological_risk,environmental_risk,legal_risk,ethical_risk,brand_reputation,customer_loyalty,employee_satisfaction,supplier_reliability,supply_chain_visibility,risk_assessment_score,compliance_score,sustainability_score,innovation_score,agility_score,resilience_score
DISH101,Main course,34543,Infosys,Hyderabad,32,3,23,Infosys,234,3,23333,Pass,2.4,Air,Route B,15000,3,34,2324231,Women,23,3,2024-01-20,2024-04-20,Batch001,20,60,Cardboard,4.5,2024-01-15,2024-01-18,High-Value,Credit Card,0.05,0.01,10,5,35,12,90,0.01,1.2,India,0.02,50,100,5000,2000,1000,10000,500,150,200,3000,0.15,Online,4.2,35000,0.1,Discount,1000,500,10,100000,90000,50,500,0.02,Urban,Growth,Summer,High,Low,Medium,Low,High,Low,Medium,High,4.0,0.8,0.7,0.9,0.85,0.9,0.8,0.75,0.88,0.92
DISH101,Main course,34543,Infosys,Hyderabad,32,3,23,Infosys,234,3,23333,Pass,2.4,Air,Route B,15000,3,34,2324231,Women,23,3,2024-01-20,2024-04-20,Batch001,20,60,Cardboard,4.5,2024-01-15,2024-01-18,High-Value,Credit Card,0.05,0.01,10,5,35,12,90,0.01,1.2,India,0.02,50,100,5000,2000,1000,10000,500,150,200,3000,0.15,Online,4.2,35000,0.1,Discount,1000,500,10,100000,90000,50,500,0.02,Urban,Growth,Summer,High,Low,Medium,Low,High,Low,Medium,High,4.0,0.8,0.7,0.9,0.85,0.9,0.8,0.75,0.88,0.92
DISH101,Main course,34543,Infosys,Hyderabad,32,3,23,Infosys,234,3,23333,Pass,2.4,Air,Route B,15000,3,34,2324231,Women,23,3,2024-01-20,2024-04-20,Batch001,20,60,Cardboard,4.5,2024-01-15,2024-01-18,High-Value,Credit Card,0.05,0.01,10,5,35,12,90,0.01,1.2,India,0.02,50,100,5000,2000,1000,10000,500,150,200,3000,0.15,Online,4.2,35000,0.1,Discount,1000,500,10,100000,90000,50,500,0.02,Urban,Growth,Summer,High,Low,Medium,Low,High,Low,Medium,High,4.0,0.8,0.7,0.9,0.85,0.9,0.8,0.75,0.88,0.92
DISH101,Main course,34543,Infosys,Hyderabad,32,3,23,Infosys,234,3,23333,Pass,2.4,Air,Route B,15000,3,34,2324231,Women,23,3,2024-01-20,2024-04-20,Batch001,20,60,Cardboard,4.5,2024-01-15,2024-01-18,High-Value,Credit Card,0.05,0.01,10,5,35,12,90,0.01,1.2,India,0.02,50,100,5000,2000,1000,10000,500,150,200,3000,0.15,Online,4.2,35000,0.1,Discount,1000,500,10,100000,90000,50,500,0.02,Urban,Growth,Summer,High,Low,Medium,Low,High,Low,Medium,High,4.0,0.8,0.7,0.9,0.85,0.9,0.8,0.75,0.88,0.92
DISH101,Main course,34543,Infosys,Hyderabad,32,3,23,Infosys,234,3,23333,Pass,2.4,Air,Route B,15000,3,34,2324231,Women,23,3,2024-01-20,2024-04-20,Batch001,20,60,Cardboard,4.5,2024-01-15,2024-01-18,High-Value,Credit Card,0.05,0.01,10,5,35,12,90,0.01,1.2,India,0.02,50,100,5000,2000,1000,10000,500,150,200,3000,0.15,Online,4.2,35000,0.1,Discount,1000,500,10,100000,90000,50,500,0.02,Urban,Growth,Summer,High,Low,Medium,Low,High,Low,Medium,High,4.0,0.8,0.7,0.9,0.85,0.9,0.8,0.75,0.88,0.92
DISH101,Main course,34543,Infosys,Hyderabad,32,3,23,Infosys,234,3,23333,Pass,2.4,Air,Route B,15000,3,34,2324231,Women,23,3,2024-01-20,2024-04-20,Batch001,20,60,Cardboard,4.5,2024-01-15,2024-01-18,High-Value,Credit Card,0.05,0.01,10,5,35,12,90,0.01,1.2,India,0.02,50,100,5000,2000,1000,10000,500,150,200,3000,0.15,Online,4.2,35000,0.1,Discount,1000,500,10,100000,90000,50,500,0.02,Urban,Growth,Summer,High,Low,Medium,Low,High,Low,Medium,High,4.0,0.8,0.7,0.9,0.85,0.9,0.8,0.75,0.88,0.92
DISH101,Main course,34543,Infosys,Hyderabad,32,3,23,Infosys,234,3,23333,Pass,2.4,Air,Route B,15000,3,34,2324231,Women,23,3,2024-01-20,2024-04-20,Batch001,20,60,Cardboard,4.5,2024-01-15,2024-01-18,High-Value,Credit Card,0.05,0.01,10,5,35,12,90,0.01,1.2,India,0.02,50,100,5000,2000,1000,10000,500,150,200,3000,0.15,Online,4.2,35000,0.1,Discount,1000,500,10,100000,90000,50,500,0.02,Urban,Growth,Summer,High,Low,Medium,Low,High,Low,Medium,High,4.0,0.8,0.7,0.9,0.85,0.9,0.8,0.75,0.88,0.92
DISH101,Main course,34543,Infosys,Hyderabad,32,3,23,Infosys,234,3,23333,Pass,2.4,Air,Route B,15000,3,34,2324231,Women,23,3,2024-01-20,2024-04-20,Batch001,20,60,Cardboard,4.5,2024-01-15,2024-01-18,High-Value,Credit Card,0.05,0.01,10,5,35,12,90,0.01,1.2,India,0.02,50,100,5000,2000,1000,10000,500,150,200,3000,0.15,Online,4.2,35000,0.1,Discount,1000,500,10,100000,90000,50,500,0.02,Urban,Growth,Summer,High,Low,Medium,Low,High,Low,Medium,High,4.0,0.8,0.7,0.9,0.85,0.9,0.8,0.75,0.88,0.92
DISH101,Main course,34543,Tata Consultancy Services,Mumbai,32,4,20,BlueDart,250,4,24000,Pass,2.0,Air,Route A,15500,4,30,2400000,Women,20,4,2024-01-21,2024-04-21,Batch002,22,55,Plastic,4.3,2024-01-16,2024-01-20,Mid-Range,Debit Card,0.03,0.015,12,6,38,13,95,0.012,1.3,India,0.025,55,105,5200,2100,1050,10500,520,160,210,3100,0.16,Retail,4.3,35500,0.11,None,1100,550,11,105000,94000,52,520,0.022,Suburban,Growth,Winter,Low,Medium,High,Low,Medium,Low,High,Medium,4.1,0.82,0.72,0.92,0.86,0.91,0.81,0.76,0.89,0.93
DISH101,Main course,34543,Tata Consultancy Services,Mumbai,32,4,20,BlueDart,250,4,24000,Pass,2.0,Air,Route A,15500,4,30,2400000,Women,20,4,2024-01-21,2024-04-21,Batch002,22,55,Plastic,4.3,2024-01-16,2024-01-20,Mid-Range,Debit Card,0.03,0.015,12,6,38,13,95,0.012,1.3,India,0.025,55,105,5200,2100,1050,10500,520,160,210,3100,0.16,Retail,4.3,35500,0.11,None,1100,550,11,105000,94000,52,520,0.022,Suburban,Growth,Winter,Low,Medium,High,Low,Medium,Low,High,Medium,4.1,0.82,0.72,0.92,0.86,0.91,0.81,0.76,0.89,0.93
DISH101,Main course,34543,Tata Consultancy Services,Mumbai,32,4,20,BlueDart,250,4,24000,Pass,2.0,Air,Route A,15500,4,30,2400000,Women,20,4,2024-01-21,2024-04-21,Batch002,22,55,Plastic,4.3,2024-01-16,2024-01-20,Mid-Range,Debit Card,0.03,0.015,12,6,38,13,95,0.012,1.3,India,0.025,55,105,5200,2100,1050,10500,520,160,210,3100,0.16,Retail,4.3,35500,0.11,None,1100,550,11,105000,94000,52,520,0.022,Suburban,Growth,Winter,Low,Medium,High,Low,Medium,Low,High,Medium,4.1,0.82,0.72,0.92,0.86,0.91,0.81,0.76,0.89,0.93
DISH101,Main course,34543,Tata Consultancy Services,Mumbai,32,4,20,BlueDart,250,4,24000,Pass,2.0,Air,Route A,15500,4,30,2400000,Women,20,4,2024-01-21,2024-04-21,Batch002,22,55,Plastic,4.3,2024-01-16,2024-01-20,Mid-Range,Debit Card,0.03,0.015,12,6,38,13,95,0.012,1.3,India,0.025,55,105,5200,2100,1050,10500,520,160,210,3100,0.16,Retail,4.3,35500,0.11,None,1100,550,11,105000,94000,52,520,0.022,Suburban,Growth,Winter,Low,Medium,High,Low,Medium,Low,High,Medium,4.1,0.82,0.72,0.92,0.86,0.91,0.81,0.76,0.89,0.93
DISH101,Main course,34543,Tata Consultancy Services,Mumbai,32,4,20,BlueDart,250,4,24000,Pass,2.0,Air,Route A,15500,4,30,2400000,Women,20,4,2024-01-21,2024-04-21,Batch002,22,55,Plastic,4.3,2024-01-16,2024-01-20,Mid-Range,Debit Card,0.03,0.015,12,6,38,13,95,0.012,1.3,India,0.025,55,105,5200,2100,1050,10500,520,160,210,3100,0.16,Retail,4.3,35500,0.11,None,1100,550,11,105000,94000,52,520,0.022,Suburban,Growth,Winter,Low,Medium,High,Low,Medium,Low,High,Medium,4.1,0.82,0.72,0.92,0.86,0.91,0.81,0.76,0.89,0.93
DISH101,Main course,34543,Wipro,Bangalore,32,5,25,Delhivery,270,5,25000,Fail,2.8,Road,Route C,16000,5,32,2500000,Women,25,5,2024-01-22,2024-04-22,Batch003,18,65,Foil,4.0,2024-01-17,2024-01-22,Budget,Cash,0.07,0.02,15,7,40,14,100,0.015,1.4,India,0.03,60,110,5400,2200,1100,11000,540,170,220,3200,0.17,Wholesale,4.0,36000,0.12,BOGO,1200,600,12,110000,98000,55,550,0.025,Rural,Mature,Spring,Medium,High,Low,Medium,High,Low,Medium,High,3.9,0.78,0.68,0.88,0.82,0.87,0.77,0.72,0.85,0.89
DISH101,Main course,34543,Wipro,Bangalore,32,5,25,Delhivery,270,5,25000,Fail,2.8,Road,Route C,16000,5,32,2500000,Women,25,5,2024-01-22,2024-04-22,Batch003,18,65,Foil,4.0,2024-01-17,2024-01-22,Budget,Cash,0.07,0.02,15,7,40,14,100,0.015,1.4,India,0.03,60,110,5400,2200,1100,11000,540,170,220,3200,0.17,Wholesale,4.0,36000,0.12,BOGO,1200,600,12,110000,98000,55,550,0.025,Rural,Mature,Spring,Medium,High,Low,Medium,High,Low,Medium,High,3.9,0.78,0.68,0.88,0.82,0.87,0.77,0.72,0.85,0.89
DISH101,Main course,34543,Wipro,Bangalore,32,5,25,Delhivery,270,5,25000,Fail,2.8,Road,Route C,16000,5,32,2500000,Women,25,5,2024-01-22,2024-04-22,Batch003,18,65,Foil,4.0,2024-01-17,2024-01-22,Budget,Cash,0.07,0.02,15,7,40,14,100,0.015,1.4,India,0.03,60,110,5400,2200,1100,11000,540,170,220,3200,0.17,Wholesale,4.0,36000,0.12,BOGO,1200,600,12,110000,98000,55,550,0.025,Rural,Mature,Spring,Medium,High,Low,Medium,High,Low,Medium,High,3.9,0.78,0.68,0.88,0.82,0.87,0.77,0.72,0.85,0.89
DISH101,Main course,34543,Wipro,Bangalore,32,5,25,Delhivery,270,5,25000,Fail,2.8,Road,Route C,16000,5,32,2500000,Women,25,5,2024-01-22,2024-04-22,Batch003,18,65,Foil,4.0,2024-01-17,2024-01-22,Budget,Cash,0.07,0.02,15,7,40,14,100,0.015,1.4,India,0.03,60,110,5400,2200,1100,11000,540,170,220,3200,0.17,Wholesale,4.0,36000,0.12,BOGO,1200,600,12,110000,98000,55,550,0.025,Rural,Mature,Spring,Medium,High,Low,Medium,High,Low,Medium,High,3.9,0.78,0.68,0.88,0.82,0.87,0.77,0.72,0.85,0.89
DISH101,Main course,34543,Tech Mahindra,Pune,32,6,22,Ecom Express,260,6,26000,Pass,2.2,Sea,Route D,15800,6,35,2600000,Women,22,6,2024-01-23,2024-04-23,Batch004,21,58,Paper,4.7,2024-01-18,2024-01-24,Premium,UPI,0.04,0.018,11,5,36,12.5,92,0.011,1.25,India,0.022,52,102,5100,2050,1025,10250,510,155,205,3050,0.155,Direct,4.5,35300,0.105,Bundle,1050,525,10.5,102500,92250,51.25,512.5,0.021,Urban,Decline,Autumn,High,Low,Medium,Low,High,Low,Medium,High,4.2,0.84,0.74,0.94,0.87,0.92,0.82,0.77,0.90,0.94
DISH101,Main course,34543,Tech Mahindra,Pune,32,6,22,Ecom Express,260,6,26000,Pass,2.2,Sea,Route D,15800,6,35,2600000,Women,22,6,2024-01-23,2024-04-23,Batch004,21,58,Paper,4.7,2024-01-18,2024-01-24,Premium,UPI,0.04,0.018,11,5,36,12.5,92,0.011,1.25,India,0.022,52,102,5100,2050,1025,10250,510,155,205,3050,0.155,Direct,4.5,35300,0.105,Bundle,1050,525,10.5,102500,92250,51.25,512.5,0.021,Urban,Decline,Autumn,High,Low,Medium,Low,High,Low,Medium,High,4.2,0.84,0.74,0.94,0.87,0.92,0.82,0.77,0.90,0.94
DISH101,Main course,34543,Tech Mahindra,Pune,32,6,22,Ecom Express,260,6,26000,Pass,2.2,Sea,Route D,15800,6,35,2600000,Women,22,6,2024-01-23,2024-04-23,Batch004,21,58,Paper,4.7,2024-01-18,2024-01-24,Premium,UPI,0.04,0.018,11,5,36,12.5,92,0.011,1.25,India,0.022,52,102,5100,2050,1025,10250,510,155,205,3050,0.155,Direct,4.5,35300,0.105,Bundle,1050,525,10.5,102500,92250,51.25,512.5,0.021,Urban,Decline,Autumn,High,Low,Medium,Low,High,Low,Medium,High,4.2,0.84,0.74,0.94,0.87,0.92,0.82,0.77,0.90,0.94
DISH101,Main course,34543,HCL Technologies,Noida,32,7,24,Xpressbees,280,7,27000,Pass,2.6,Rail,Route E,16200,7,33,2700000,Women,24,7,2024-01-24,2024-04-24,Batch005,19,62,Eco-Friendly,4.4,2024-01-19,2024-01-26,Value,Net Banking,0.06,0.019,13,6.5,39,13.5,97,0.013,1.35,India,0.028,57,107,5300,2150,1075,10750,530,165,215,3150,0.165,Indirect,4.4,35700,0.115,Combo,1150,575,11.5,107500,96750,53.75,537.5,0.023,Suburban,Introduction,Summer,Low,Medium,High,Low,Medium,Low,High,Medium,4.15,0.83,0.73,0.93,0.865,0.915,0.815,0.765,0.895,0.935
DISH101,Main course,34543,HCL Technologies,Noida,32,7,24,Xpressbees,280,7,2
